ntests	p1	p2	p3	p4	p1_anc1	p2_anc1	p3_anc1	p4_anc1	p1_anc2	p2_anc2	p3_anc2	p4_anc2
22014755	1099129	10757	105	2	1099779	10786	115	2	1101219	10930	94	1
