ntests	p1	p2	p3	p4	p1_anc1	p2_anc1	p3_anc1	p4_anc1	p1_anc2	p2_anc2	p3_anc2	p4_anc2
119606169	5979317	59061	568	1	5978369	59566	555	1	5981107	59085	577	3
